Ablokit Joshi Answers

Using Spline

-6.000000	36.000000
-5.900000	34.858158
-5.800000	33.718851
-5.700000	32.584617
-5.600000	31.457990
-5.500000	30.341506
-5.400000	29.237703
-5.300000	28.149114
-5.200000	27.078277
-5.100000	26.027727
-5.000000	25.000000
-4.900000	23.997096
-4.800000	23.018872
-4.700000	22.064648
-4.600000	21.133744
-4.500000	20.225481
-4.400000	19.339180
-4.300000	18.474160
-4.200000	17.629744
-4.100000	16.805250
-4.000000	16.000000
-3.900000	15.213458
-3.800000	14.445661
-3.700000	13.696793
-3.600000	12.967035
-3.500000	12.256570
-3.400000	11.565579
-3.300000	10.894244
-3.200000	10.242748
-3.100000	9.611273
-3.000000	9.000000
-2.900000	8.409074
-2.800000	7.838483
-2.700000	7.288180
-2.600000	6.758115
-2.500000	6.248240
-2.400000	5.758505
-2.300000	5.288863
-2.200000	4.839264
-2.100000	4.409659
-2.000000	4.000000
-1.900000	3.610248
-1.800000	3.240406
-1.700000	2.890488
-1.600000	2.560505
-1.500000	2.250472
-1.400000	1.960401
-1.300000	1.690305
-1.200000	1.440197
-1.100000	1.210091
-1.000000	1.000000
-0.900000	0.809933
-0.800000	0.639891
-0.700000	0.489869
-0.600000	0.359865
-0.500000	0.249874
-0.400000	0.159893
-0.300000	0.089918
-0.200000	0.039947
-0.100000	0.009976
0.000000	0.000000
0.100000	0.010018
0.200000	0.040029
0.300000	0.090035
0.400000	0.160036
0.500000	0.250034
0.600000	0.360029
0.700000	0.490022
0.800000	0.640014
0.900000	0.810007
1.000000	1.000000
1.100000	1.209995
1.200000	1.439992
1.300000	1.689991
1.400000	1.959990
1.500000	2.249991
1.600000	2.559992
1.700000	2.889994
1.800000	3.239996
1.900000	3.609998
2.000000	4.000000
2.100000	4.410001
2.200000	4.840002
2.300000	5.290003
2.400000	5.760003
2.500000	6.250003
2.600000	6.760002
2.700000	7.290002
2.800000	7.840001
2.900000	8.410001
3.000000	9.000000
3.100000	9.610000
3.200000	10.239999
3.300000	10.889999
3.400000	11.559999
3.500000	12.249999
3.600000	12.959999
3.700000	13.689999
3.800000	14.439999
3.900000	15.210000
4.000000	16.000000
4.100000	16.810001
4.200000	17.640001
4.300000	18.490002
4.400000	19.360002
4.500000	20.250003
4.600000	21.160003
4.700000	22.090003
4.800000	23.040002
4.900000	24.010001
5.000000	25.000000
5.100000	26.009998
5.200000	27.039996
5.300000	28.089994
5.400000	29.159992
5.500000	30.249991
5.600000	31.359990
5.700000	32.489991
5.800000	33.639992
5.900000	34.809995
6.000000	36.000000
6.100000	37.210007
6.200000	38.440014
6.300000	39.690022
6.400000	40.960029
6.500000	42.250034
6.600000	43.560036
6.700000	44.890035
6.800000	46.240029
6.900000	47.610018
7.000000	49.000000
7.100000	50.409976
7.200000	51.839947
7.300000	53.289918
7.400000	54.759893
7.500000	56.249874
7.600000	57.759865
7.700000	59.289869
7.800000	60.839891
7.900000	62.409933
8.000000	64.000000
8.100000	65.610091
8.200000	67.240197
8.300000	68.890305
8.400000	70.560401
8.500000	72.250472
8.600000	73.960505
8.700000	75.690488
8.800000	77.440406
8.900000	79.210248
9.000000	81.000000
9.100000	82.809659
9.200000	84.639264
9.300000	86.488863
9.400000	88.358505
9.500000	90.248240
9.600000	92.158115
9.700000	94.088180
9.800000	96.038483
9.900000	98.009074
10.000000	100.000000
10.100000	102.011273
10.200000	104.042748
10.300000	106.094244
10.400000	108.165579
10.500000	110.256570
10.600000	112.367035
10.700000	114.496793
10.800000	116.645661
10.900000	118.813458
11.000000	121.000000
11.100000	123.205250
11.200000	125.429744
11.300000	127.674160
11.400000	129.939180
11.500000	132.225481
11.600000	134.533744
11.700000	136.864648
11.800000	139.218872
11.900000	141.597096
12.000000	144.000000
12.100000	146.427727
12.200000	148.878277
12.300000	151.349114
12.400000	153.837703
12.500000	156.341506
12.600000	158.857990
12.700000	161.384617
12.800000	163.918851
12.900000	166.458158
13.000000	169.000000


Using Langrange Polynomials

-0.8000	0.6400
-0.2000	0.0400
0.2000	0.0400
0.8000	0.6400
